sep=;
;
:;14;15;10;17;18;
06:15;07:45;10:25;12:20;13;15:45;17:20;19:45;23:45;1,3;16,6;06:15;07:25;09:15;11:45;13:40;15:10;17:10;18:35;22:15
06:23;07:53;10:33;12:28;13:58;15:53;17:28;19:53;23:53;36;445;143;445;06:07;07:17;09:07;11:37;13:3;15:04;17:02;18:27;22:07
06:24;07:54;10:34;12:29;13:59;15:54;17:29;19:54;23:54;4,3;45;13,6;445;06:05;07:15;09:05;11:35;13:30;15:00;17:00;18:25;22:05
06:30;08:00;10:40;12:35;14:05;16:00;17:35;20:00;00:00;68;445;11,1;445;06:00;07:10;09:00;11:30;13:25;14:55;16:55;18:20;22:00
06:38;08:08;10:48;12:43;14:13;16:08;17:43;20:08;00:08;10,0;445;79;445;05:52;07:02;08:52;11:22;13:17;14:47;16:47;18:14;21:52
06:40;08:10;10;0;12:45;14:15;16:30;17:45;20:20;10;103;425;76;05:5;11:21;23;14;44;16:464;18:13;21:51
06:55;08:25;11:05;13:00;14:30;16:25;18:00;20:25;00:25;17,9;0,0;05:35;06:45;08:25;11:05;13:00;14:30;16:30;17:55;21:35
