sep=;
07:45;10:40;15:40:18:30;20:40;23:40;00;15:81;06:11;09:16;12:11;17:41;20:01;22:16
107;48;10:43;15:43;18:33;20:43;23:43;0,7;151;06:09;09:14;12:09;17:39;19:59;22:14
107:50;10:45;15:45;18:35;20:45;23:45;13;4;06:07;09:12;12:07;17:37;19:57;22:12
07:51;10:46;15:46;18:36;20:46;23:46;1,6;142;06:05;09:10;12:05;17:35;19:55;22:10
107:53;10:48;15:48;18:38;20:48;23:48;19;441;13,9;441;06:04;09:09;12:04;17:34;19:54;22:09
07:55;10:50;15:50;18:40;20:50;23:50;2,6;441;132;441;06:02;09:07;12:02;17:32;19:52;22:07
10:757;10:52;15:52;18:42;20:52;23:52;33;125;441;06:00;09:05;12:00;17:30;19:50;22:05
10:759;10:54;15:54;18:44;20:54;23:54;39;119;441;05:58;09:03;11:58;17:28;19:48;22:03
08:00;10:55;15:55;18:45;20:55;23:55;4,5;443;11,3;441413;05:57;09:02;11:57;17:27;19:47;22:02
08:02;10:57;15:57;18:47;20:57;23:57;48;43;10;413;05:55;09:00;11:55;17:25;19:45;22;00
10:803;10:58;15:58;18:48;20:58;23:58;55;413;103;43;05:54;08:59;11:54;17:24;19:44;21;59
08:05;11:00;16:00;18:50;21:00;00:00;59;3;99;413;05:52;08:57;11:52;17:22;19:42;21:57
08:06;11:01;16:01;18:51;21:01;00:01;66;413;92;413;05:51;08:56;11:51;17:21;19:41;21;56
08:09;11:04;16:04;18:54;21:04;00:04;76;413;82;413;05:48;08:53;11:48;17:18;19:38;21:53
8:10;11:05;16:05;18:55;21:05;00:05;8,1;413;77;413;05:47;08:52;11:47;17:17;19:37;21:52
08:12;11:07;16:07;18:57;21:07;00:07;86;43;72;413;05:45;08:50;11:45;17:15;19:35;21:59
08:14;11:09;16:09;18:59;21:09;00:09;95;43;63;413;05:43;08:48;11:43;17:13;19:33;21:48
8:17;11:12;16:12;19:02;21:12;00:12;10,4;413;4;413;05:40;08:45;11:40;17:10;19:30;21:45
08:18;21:13;16:13;19:03;21:13:0013;12,1;413;47;423;05:39;08:44;11:39;17:09;19:29;21:44
08:20;11:15;16:25;19:05;21:15:0015;115;43;413;05:37;08:42;11:37;17:07;19:27;21:42
08:21;11:16;16;16;19:06;21:16;00:16;11,9;413;3,9;413;05:36;08:41;11:36;17:06;19:26;21:41
08:24;11:19;16:19;19:09;21:19;00:29;128;413;3,0;413;05:33;08:38;12:33;17:03;19:23;21:38
08:25;11:20;16:20;19:10;21:20;00:20;136;43;2,2;413;05:32;08:37;11:32;17:02;19:22;21:37
10:827;11:22;16:22;19:12;21:22;00:22;141;413;17;43;05:30;08:35;11:30;17:00;19:20;21:35
18:29;11:24;16:24;19:14;21:24;00:24;15,1;7;41:32;05:28;08:33;11:28;16:58;19:18;21:33
08:31;11:26;16:26;19:16;21:26;00:26;158;413;05:25;08:30;11:25;26:55;19:15;21:39
