sep=;
;
12:13;7;35;7;6
06:20;12:35;18:00;0,0;9,1;06:59;13:19;18:49;
06:28;12:43;18:08;5,1;40;06:52;13:12;18:42;
06:29;12:44;18:09;55;36;1;06:51;13:11;18:41;
06:31;12:46;18:11;63;2,8;06:49;13:09;18:39;
06:32;12:47;18:12;65;26;06:48;13:08;18:38;
06:39;12:54;18:19;91;00;06:40;13:00;18:30;
