sep=;
;05:00;06:05;07:30;09:30;11:30;13:00;14:15;15:40;17:20;19:40;21:00;23:30;0,0;9,5;06:07;07:12;08:50;10:42;12:42;14:12;15:27;16:52;18:27;20:52;22:17;00:42,
05:12;06:17;07:42;09:42;11:42;13:12;14:27;15:52;17:22;19:52;21:12;23:42;25;73;05:55;07:00;08:40;10:30;00:00;14:00;15:15;16:40;18:15;20:40;22:05;00:30
05:28;06:33;07:58;09:58;11:58;13:28;14:43;16:08;17:38;20:08;21:28;23:58;7,6;20;05:39;06:44;0:24;10:14;12:14;13:44;14:59;16:24;17:59;20:24;21:49;00:14
