sep=;
;
1
10:30;13:30;18:30;00:05;0,0;11,6;445;07:18;21:28;17:58;21:28;
10:32;13:32;18:32;00:07;0,9;445;10,7;445;07:17;11:27;17:57;21:27
10:33;13:33;18:33:00:08;1,7;445;9,9;445;07:01;13:25;17:55;21:25
10:36;13:36;18:36;00:11;2,8;88;407:13;11:23;17:53;21:23
10:37;13:37;18:37;00:12;3,1;8,5;07:11;11:21;17:51;21:21
10:43;13:43;18:43:00:18;5,6;,;6,0;07:06;11:16;17:46;21:16
10:45;13:45;18:45:00:20;68;48;07:03;11:13;17:43;21:13
10:51;13:51;18:51;00:26;87;29;06:58;11:08;17:38;21:08;
110:58;13:58:18:58;00:34;116;0;06:50;11:00:17:30;21:00
