sep=;
;
237:475;6;77;9;13;32;33;34;35;1;
06:10;07:40;10:30;12:45;14:15;15:40;19:40;23:40;00;20,0;05:57;07:17;08:57;11:47;14:02;15:27;17:52;22:02
06:18;07:48;10:38;12:53;14:23;15:48;19:48;23:48;5,4;7;14,6;1705:50;07:10;08:50;11:40;13:55;15:20;17:45;21:55
06:19;07:49;10:39;12:54;14:24;15:49;19:49;23:49;66;7;13,4;17;05:48;07:08;08:48;11:38;13:53;15:18;17:43;21:53
06:26;07:56;10:46;13:01;14:31;15:56;19:56;23:56;12,3;17;7,7;17;05:42;07:02;08:42;11:32;13:47;15:12;17:37;21:47
06:27;07:57;10:47;13:02;14:32;15:57;19:57;23:57;130;7,0;05:40;07:00;08:40;11:30;13:45;15:10;17:35;21:45
06:31;08:01;10:51;13:06;14:36;16:01;20:01;00:01;14,4;5,6;05:37;06:57;08:37;11:27;13:42;15:07;17:32;21:42
06:33;08:03;10:53;13:08;14:38;16:03;20:03;00:03;160;4,0;05:34;06:54;08:34;11:24;13:39;15:04;17:29;21:39
06:35;08:05;10:55;13:10;14:40;16:05;20:05;00:05;16,6;3,4;05:33;06:53;08:33;11:23;13:38;15:03;17:28;21:38
